utc_time,temperature,humidity,precipitation,wind_speed,weather_main
2025-10-17 12:00:06,12.75,80,0.1,3.6,Clouds
2025-10-17 18:00:01,10.99,93,0,1.54,Clouds
2025-10-18 00:00:06,18.38,56,0,2.06,Clouds
2025-10-18 06:00:01,23.7,31,0,5.36,Clouds
2025-10-18 12:00:09,12.35,80,0.1,2.57,Clouds
2025-10-18 18:00:05,8.49,82,0.1,0.89,Clouds
2025-10-19 00:00:10,18.5,59,0,5.81,Clouds
2025-10-19 06:00:06,24.28,30,0,6.17,Clouds
2025-10-19 12:00:04,16.95,59,0,2.06,Clouds
2025-10-19 18:00:05,11.73,79,0,2.06,Clouds
2025-10-20 00:00:10,25.43,42,0,10.29,Clouds
2025-10-20 06:00:04,30.02,20,0,9.26,Clouds
2025-10-20 12:00:10,18,52,0,1.79,Clouds
2025-10-20 18:00:06,14.91,71,0,3.09,Clouds
2025-10-21 00:00:02,23.35,61,0,2.12,Clouds
2025-10-21 06:00:10,25.31,36,0,5.14,Clouds
2025-10-21 12:00:08,18.15,72,0.1,0.89,Clouds
2025-10-21 18:00:04,15.08,92,0,0.89,Clouds
2025-10-22 00:00:01,22.99,64,0.15,7.2,Rain
2025-10-22 06:00:01,16,79,0,8.23,Clouds
2025-10-22 12:00:10,13.74,59,0,10.8,Clouds
2025-10-22 18:00:04,7.71,81,0,3.6,Clear
2025-10-23 00:00:02,17.08,56,0,2.57,Clear
2025-10-23 06:00:02,20.37,40,0,5.66,Clouds
2025-10-23 12:00:06,8.62,87,0,1.54,Clouds
2025-10-23 18:00:05,7.16,93,0,2.06,Clouds
2025-10-24 00:00:01,16.07,51,0,3.6,Clouds
2025-10-24 06:00:08,20.85,32,0,5.81,Clear
2025-10-24 12:00:06,9.74,64,0,3.6,Clouds
2025-10-24 18:00:02,6.18,90,0,1.54,Clouds
2025-10-25 00:00:09,17.31,49,0,5.66,Clouds
2025-10-25 06:00:06,19.7,40,0,7.72,Clouds
2025-10-25 12:00:08,13.57,58,0,2.57,Clouds
2025-10-25 18:00:05,11.18,74,0,1.79,Clouds
2025-10-26 00:00:01,14.72,70,0,6.71,Clouds
2025-10-26 06:00:08,15.05,87,0,7.2,Clouds
2025-10-26 12:00:09,12.85,89,0,5.66,Clouds
2025-10-26 18:00:06,11.13,90,0,5.14,Clouds
2025-10-27 00:00:12,18.16,53,0,6.17,Clouds
2025-10-27 06:00:05,13.6,85,0,1.79,Clouds
2025-10-27 12:00:10,6.89,81,0,3.58,Clouds
2025-10-27 18:00:06,1.34,81,0,2.68,Clouds
2025-10-28 00:00:02,10.34,64,0,6.17,Clouds
2025-10-28 06:00:09,11.29,66,0,5.66,Clouds
2025-10-28 12:00:06,8.46,81,0,3.6,Clouds
2025-10-28 18:00:06,1.34,81,0,2.68,Clouds
2025-10-29 00:00:02,10.34,64,0,6.17,Clouds
2025-10-29 06:00:09,11.29,66,0,5.66,Clouds
2025-10-29 12:00:10,11.99,87,0,1.03,Clouds
2025-10-29 18:00:09,5.81,93,0,2.57,Clouds
2025-10-30 00:00:06,17.89,59,0,1.54,Clear
2025-10-30 06:00:05,21.28,42,0,5.14,Clouds
2025-10-30 12:00:07,12.89,82,0,2.57,Clouds
2025-10-31 16:42:49,12.58,91,0,2.06,Clouds
2025-10-31 18:00:03,12.56,89,0,1.03,Clouds
2025-09-01 00:00:01,15.56,85,0,3.09,Clear
2025-09-01 06:00:08,16.23,84,0,2.57,Clear
2025-09-01 12:00:04,26.18,58,0,4.92,Clear
2025-09-01 18:00:04,23.84,64,0,2.06,Clear
2025-09-02 00:00:02,17.89,84,0,2.06,Clear
2025-09-02 06:00:08,19.25,81,0,2.24,Clouds
2025-09-02 12:00:04,23.46,61,0,6.26,Clouds
2025-09-02 18:00:01,17.04,88,6.48,1.79,Rain
2025-09-03 00:00:09,16.72,85,0,7.15,Clouds
2025-09-03 06:00:08,17.5,82,0,5.14,Clear
2025-09-03 12:00:06,25.17,53,0,4.92,Clear
2025-09-03 18:00:03,21.39,60,0,1.54,Clear
2025-09-04 00:00:09,16.77,78,0,2.57,Clear
2025-09-04 06:00:04,17.43,79,0,1.54,Clear
2025-09-04 12:00:03,27.66,51,0,3.09,Clear
2025-09-04 18:00:05,24.04,55,0,1.54,Clear
2025-09-05 00:00:11,19.11,78,0,0.89,Clear
2025-09-05 06:00:06,19.95,71,0,7.6,Clouds
2025-09-05 12:00:02,23.63,57,0,8.94,Clouds
2025-09-05 18:00:11,18.47,78,0,10.28,Clouds
2025-09-06 00:00:08,13.34,88,4.21,8.94,Rain
2025-09-06 06:00:05,14.49,80,0,9.39,Clouds
2025-09-06 12:00:01,20.83,63,0,5.66,Clouds
2025-09-06 18:00:11,18.74,70,0,3.09,Clear
2025-09-07 00:00:08,13.79,86,0,2.06,Clear
2025-09-07 06:00:06,13.8,86,0,2.06,Clear
2025-09-07 12:00:04,22.6,59,0,2.57,Clouds
2025-09-07 18:00:07,19.53,68,0,0.89,Clear
2025-09-08 00:00:02,15.48,82,0,1.03,Clear
2025-09-08 06:00:08,14.53,84,0,2.06,Clear
2025-09-08 12:00:04,23.24,60,0,3.09,Clouds
2025-09-08 18:00:01,20.11,68,0,1.03,Clear
2025-09-09 00:00:07,15.43,75,0,1.34,Clear
2025-09-09 06:00:04,15.74,75,0,1.03,Clear
2025-09-09 12:00:01,24.67,50,0,4.92,Clear
2025-09-09 18:00:05,21.65,63,0,2.06,Clear
2025-09-10 00:00:08,17.25,88,2.59,4.12,Rain
2025-09-10 06:00:07,17.42,89,0,1.54,Clouds
2025-09-10 12:00:10,19.45,88,0.11,4.12,Rain
2025-09-10 18:00:04,18.56,92,1.11,6.17,Rain
2025-09-11 00:00:09,16.27,88,0,11.18,Clouds
2025-09-11 06:00:06,16.34,83,0,7.72,Clouds
2025-09-11 12:00:04,24.35,54,0,2.24,Clouds
2025-09-11 18:00:01,20.34,69,0,0.45,Clear
2025-09-12 00:00:07,17.14,81,0,1.54,Clear
2025-09-12 06:00:03,16.89,83,0,2.57,Clouds
2025-09-12 12:00:10,18.52,79,0.1,2.06,Clouds
2025-09-12 18:00:05,17.6,86,0,0.89,Clear
2025-09-13 00:00:11,15.78,83,0.69,3.09,Rain
2025-09-13 06:00:06,14.85,94,0.49,1.54,Rain
2025-09-13 12:00:01,22.16,75,0,4.92,Clouds
2025-09-13 18:00:08,19.13,84,0,2.57,Clouds
2025-09-14 00:00:04,17.1,91,0.1,1.54,Clear
2025-09-14 06:00:10,16.27,86,0,4.12,Clouds
2025-09-14 12:00:07,18.49,77,0,8.05,Clouds
2025-09-14 18:00:02,16.2,66,0,7.6,Clear
2025-09-15 00:00:07,12.23,82,0,0.89,Clear
2025-09-15 06:00:02,14.31,84,0,1.54,Clear
2025-09-15 12:00:11,24.85,59,0,2.24,Clouds
2025-09-15 18:00:11,21.64,73,0,3.6,Clear
2025-09-16 00:00:02,18.38,88,0,3.09,Clear
2025-09-16 06:00:02,16.8,78,2.73,5.36,Rain
2025-09-16 12:00:09,17.64,72,3.16,5.14,Rain
2025-09-16 18:00:47,16.29,71,0,0.45,Clouds
2025-09-17 00:00:01,14.33,69,0,6.17,Clear
2025-09-17 06:00:07,13.98,70,0,6.69,Clear
2025-09-17 12:00:05,19.18,55,0,8.49,Clouds
2025-09-17 18:00:02,16.42,63,0,4.12,Clouds
2025-09-18 00:00:10,14.61,74,0,0.45,Clouds
2025-09-18 06:00:06,15.05,79,0,3.09,Clouds
2025-09-18 12:00:02,22.89,57,0,3.6,Clouds
2025-09-18 18:00:10,19.99,70,0,1.54,Clear
2025-09-19 00:00:06,17.15,80,0,0.45,Clear
2025-09-19 06:00:01,17.02,80,0,1.54,Clear
2025-09-19 12:00:08,28.21,43,0,2.24,Clear
2025-09-19 18:00:02,21.58,68,0,2.06,Clear
2025-09-20 00:00:07,16.97,82,0,1.54,Clear
2025-09-20 06:00:03,16.33,88,0,2.57,Clear
2025-09-20 12:00:08,27.88,57,0,8.75,Clear
2025-09-20 18:00:05,24.51,58,0,6.69,Clear
2025-09-21 00:00:10,19.32,73,0,7.2,Clear
2025-09-21 06:00:08,17.9,79,0,7.72,Clear
2025-09-21 12:00:04,28.62,46,0,10.8,Clear
2025-09-21 18:00:03,25.3,53,0,7.2,Clear
2025-09-22 00:00:08,19.52,74,0,7.2,Clouds
2025-09-22 06:00:03,17.99,83,0,3.13,Clear
2025-09-22 12:00:10,25.82,59,0,4.63,Clear
2025-09-22 18:00:07,22.4,69,0,4.12,Clear
2025-09-23 00:00:10,15.47,79,0,7.72,Clear
2025-09-23 06:00:07,13.97,78,0,5.66,Clouds
2025-09-23 12:00:03,15.94,72,0,6.26,Clouds
2025-09-23 18:00:07,14.32,74,0,4.12,Clouds
2025-09-24 00:00:02,12.28,82,0.22,3.6,Rain
2025-09-24 06:00:07,11.06,89,0.75,3.6,Rain
2025-09-24 12:00:02,12.21,90,4.34,2.57,Drizzle
2025-09-24 18:00:11,12.28,91,0,2.68,Clouds
2025-09-25 00:00:01,11.35,91,0,3.13,Clouds
2025-09-25 06:00:08,11.23,91,0,3.09,Clouds
2025-09-25 12:00:04,13,91,0,3.58,Drizzle
2025-09-25 18:00:02,12.92,91,0,2.57,Clouds
2025-09-26 00:00:08,12.48,92,0,3.09,Drizzle
2025-09-26 06:00:03,12.14,92,0,3.09,Drizzle
2025-09-26 12:00:09,13.5,91,0,4.12,Clouds
2025-09-26 18:00:04,13.7,91,0,6.26,Clouds
2025-09-27 00:00:10,11.94,90,0,4.47,Clouds
2025-09-27 06:00:06,11.25,88,0,4.47,Clouds
2025-09-27 12:00:02,16.4,76,0,5.66,Clouds
2025-09-27 18:00:10,15.42,78,0,2.57,Clouds
2025-09-28 00:00:05,13.11,85,0,2.57,Clouds
2025-09-28 06:00:02,11.51,89,0,2.06,Clear
2025-09-28 12:00:10,18.55,71,0,3.6,Clear
2025-09-28 18:00:05,14.19,69,0,2.68,Clear
2025-09-29 00:00:10,9.83,81,0,4.12,Clear
2025-09-29 06:00:07,8.46,84,0,3.6,Clear
2025-09-29 12:00:03,15.61,62,0,5.14,Clouds
2025-09-29 18:00:01,12.29,70,0,3.09,Clear
2025-09-30 00:00:10,8.14,82,0,3.6,Clear
2025-09-30 06:00:08,6.38,87,0,3.09,Clouds
2025-09-30 12:00:06,13.87,61,0,4.12,Clouds
2025-09-30 18:00:02,10.17,73,0,2.06,Clear
2025-10-01 00:00:07,8.24,83,0,3.6,Clouds
2025-10-01 06:00:01,7.92,82,0,4.63,Clouds
2025-10-01 12:00:08,10.02,79,0,5.66,Clouds
2025-10-01 18:00:06,9.38,80,0,5.66,Clouds
2025-10-02 00:00:03,7.28,84,0,4.12,Clear
2025-10-02 06:00:10,7.51,84,0,4.63,Clouds
2025-10-02 12:00:00,12.64,49,0,7.15,Clouds
2025-10-02 18:00:07,7.92,68,0,4.02,Clear
2025-10-03 00:00:03,4.44,80,0,3.09,Clear
2025-10-03 06:00:10,3.37,85,0,3.58,Clear
2025-10-03 12:00:08,12.47,48,0,6.17,Clear
2025-10-03 18:00:05,7.58,66,0,2.57,Clear
2025-10-04 00:00:10,4.13,79,0,2.68,Clear
2025-10-04 06:00:01,3.87,82,0,2.57,Clear
2025-10-04 12:00:07,14.37,50,0,3.13,Clouds
2025-10-04 18:00:04,12.69,63,0,6.17,Clear
2025-10-05 00:00:03,11.98,75,0,13.41,Clouds
2025-10-05 06:00:03,11.16,73,0,10.73,Clear
2025-10-05 12:00:10,13.13,67,0,8.75,Clouds
2025-10-05 18:00:07,11.5,71,0,7.6,Clear
2025-10-06 00:00:03,11.98,75,0,13.41,Clouds
2025-10-06 06:00:03,11.16,73,0,10.73,Clear
2025-10-06 12:00:09,11.37,87,1,9.83,Rain
2025-10-06 18:00:06,10.59,81,0,8.94,Clouds
2025-10-07 00:00:03,9.96,86,0,10.28,Drizzle
2025-10-07 06:00:10,10.68,85,0,8.49,Clouds
2025-10-07 12:00:08,14.06,75,0,7.6,Clouds
2025-10-07 18:00:05,12.96,77,0,4.12,Clouds
2025-10-08 00:00:02,10.58,85,0,3.09,Clouds
2025-10-08 06:00:09,9.85,88,0,3.6,Clouds
2025-10-08 12:00:08,16.19,73,0,3.6,Clouds
2025-10-08 18:00:01,14.43,82,0,1.54,Clouds
2025-10-09 00:00:07,13.8,84,0,2.06,Clouds
2025-10-09 06:00:02,13.18,89,0,6.26,Clouds
2025-10-09 12:00:09,15.28,86,0,4.92,Clouds
2025-10-09 18:00:06,13.74,87,0,4.12,Clouds
2025-10-10 00:00:01,12.21,86,0,3.09,Clouds
2025-10-10 06:00:10,11.77,85,0,4.92,Clear
2025-10-10 12:00:10,14.76,77,0,6.69,Clouds
2025-10-10 18:00:06,13.24,80,0,5.66,Clouds
2025-10-11 00:00:01,12.98,80,0,8.23,Drizzle
2025-10-11 06:00:07,12.68,79,0,8.94,Clouds
2025-10-11 12:00:03,16.45,69,0,11.18,Clouds
2025-10-11 18:00:11,14.59,74,0,8.05,Clouds
2025-10-12 00:00:06,13.35,80,0,5.66,Clouds
2025-10-12 06:00:10,11.56,83,0,3.09,Clouds
2025-10-12 12:00:09,15.81,66,0,6.17,Clouds
2025-10-12 18:00:07,12.66,74,0,3.58,Clouds
2025-10-13 00:00:04,12.11,76,0,6.69,Clouds
2025-10-13 06:00:03,11.44,82,0,5.66,Clouds
2025-10-13 12:00:09,14.74,79,0,8.05,Clouds
2025-10-13 18:00:05,12.36,83,0,5.14,Clear
2025-10-14 00:00:10,9.13,88,0,1.54,Fog
2025-10-14 06:00:05,7.33,86,0,0.45,Clouds
2025-10-14 12:00:04,14.94,65,0,6.26,Clouds
2025-10-14 18:00:02,11.75,77,0.3,1.03,Rain
2025-10-15 00:00:07,11.25,83,0,1.34,Clouds
2025-10-15 06:00:02,10.87,86,0,3.6,Clouds
2025-10-15 12:00:09,13.78,83,0,3.09,Clouds
2025-10-15 18:00:06,11.48,85,0,3.09,Clouds
2025-10-16 00:00:03,9.53,86,0,2.57,Clouds
2025-10-16 06:00:10,8.29,88,0,2.06,Clouds
2025-10-16 12:00:07,14.95,57,0,2.68,Clouds
2025-10-16 18:00:06,10.63,79,0,2.06,Clear
2025-10-17 00:00:07,9.38,83,0,2.06,Clear
2025-10-17 06:00:06,9.06,85,0,1.54,Clear
2025-10-17 12:00:06,12.75,74,0,1.54,Clear
2025-10-17 18:00:01,11.79,75,0,2.57,Clear
2025-10-18 00:00:06,11.38,78,0,6.26,Clouds
2025-10-18 06:00:01,10.35,80,0,4.63,Clouds
2025-10-18 12:00:09,12.4,60,0,5.36,Clouds
2025-10-18 18:00:05,6.92,70,0,4.12,Clouds
2025-10-19 00:00:10,3.43,82,0,1.03,Clear
2025-10-19 06:00:06,2.57,83,0,1.1,Clear
2025-10-19 12:00:04,11.95,60,0,3.13,Clear
2025-10-19 18:00:05,8.61,68,0,2.57,Clear
2025-10-20 00:00:10,5.52,78,0,7.2,Clear
2025-10-20 06:00:05,4.55,83,0,5.14,Clear
2025-10-20 12:00:10,12.43,62,0,7.72,Clear
2025-10-20 18:00:06,10.14,63,0,6.17,Clouds
2025-10-21 00:00:02,10.99,64,0,8.49,Clouds
2025-10-21 06:00:10,8.56,77,0,3.6,Clear
2025-10-21 12:00:08,15.82,66,0,4.63,Clear
2025-10-21 18:00:04,11.63,77,0,4.12,Clear
2025-10-22 00:00:01,10.45,85,0,5.14,Clear
2025-10-22 06:00:01,10.62,87,0,5.66,Clouds
2025-10-22 12:00:10,17.39,75,0,6.69,Clouds
2025-10-22 18:00:04,12.84,84,0,3.6,Clouds
2025-10-23 00:00:02,10.38,85,0,1.5,Clouds
2025-10-23 06:00:02,9.01,89,0,3.09,Mist
2025-10-23 12:00:06,20.33,63,0,12.96,Clear
2025-10-23 18:00:05,10.69,85,5.62,16.99,Rain
2025-10-24 00:00:01,9.39,86,1.78,7.15,Rain
2025-10-24 06:00:08,10.59,77,0,16.99,Clouds
2025-10-24 12:00:06,12.57,57,0,16.54,Clouds
2025-10-24 18:00:02,9,67,0,10.29,Clear
2025-10-25 00:00:09,5.73,79,0,3.09,Clear
2025-10-25 06:00:06,7.37,73,0,5.14,Clear
2025-10-25 12:00:08,14.5,54,0,3.09,Clear
2025-10-25 18:00:05,9.77,76,0,4.63,Clouds
2025-10-26 00:00:01,8.17,79,0,1.54,Clear
2025-10-26 06:00:08,7.93,79,0,4.63,Clear
2025-10-26 12:00:09,12.79,60,0,11.62,Clouds
2025-10-26 18:00:06,9.2,65,0,5.66,Clear
2025-10-27 00:00:12,7.61,69,0,7.72,Clouds
2025-10-27 06:00:05,8.11,64,0,5.66,Clouds
2025-10-27 12:00:10,10.02,71,0.24,4.63,Rain
2025-10-27 18:00:06,9.66,74,0,11.62,Clouds
2025-10-28 00:00:02,7.97,84,0,8.75,Clouds
2025-10-28 06:00:10,8.31,78,0,11.18,Clouds
2025-10-28 12:00:06,13.27,60,0,6.69,Clouds
2025-10-28 18:00:06,9.66,74,0,11.62,Clouds
2025-10-29 00:00:02,7.97,84,0,8.75,Clouds
2025-10-29 06:00:10,8.31,78,0,11.18,Clouds
2025-10-29 12:00:10,18.21,49,0,5.66,Clear
2025-10-29 18:00:09,12.41,73,0,5.66,Clear
2025-10-30 00:00:06,8.03,85,0,1.79,Clear
2025-10-30 06:00:05,8.12,87,0,0.45,Clouds
2025-10-30 12:00:07,16.4,68,0,13.41,Clouds
2025-10-31 16:42:49,12.21,70,0,2.06,Clear
2025-10-31 18:00:04,10.85,73,0,2.06,Clear
2025-09-01 00:00:01,21.82,100,0,1.03,Fog
2025-09-01 06:00:08,31.82,27,0,5.14,Clear
2025-09-01 12:00:04,32.82,27,0,5.14,Clear
2025-09-01 18:00:04,20.82,73,0,2.06,Clear
2025-09-02 00:00:02,18.82,94,0,2.06,Fog
2025-09-02 06:00:08,30.82,37,0,4.12,Clear
2025-09-02 12:00:04,31.82,40,0,6.17,Clear
2025-09-02 18:00:02,22.82,68,0,2.06,Clear
2025-09-03 00:00:09,15.82,77,0,1.03,Clear
2025-09-03 06:00:08,30.82,37,0,2.06,Clear
2025-09-03 12:00:06,32.82,35,0,6.17,Clear
2025-09-03 18:00:03,23.82,78,0,4.12,Clear
2025-09-04 00:00:09,23.82,88,0,6.17,Clouds
2025-09-04 06:00:04,26.82,74,0,10.29,Clouds
2025-09-04 12:00:03,28.82,61,0,10.29,Clear
2025-09-04 18:00:05,24.82,83,0,8.23,Clouds
2025-09-05 00:00:11,23.82,83,0,6.17,Clear
2025-09-05 06:00:06,27.82,61,0,5.14,Clouds
2025-09-05 12:00:02,28.82,48,0,5.14,Clear
2025-09-05 18:00:11,22.82,73,0,3.09,Clear
2025-09-06 00:00:08,24.82,73,0,3.09,Clouds
2025-09-06 06:00:05,25.82,65,0,4.12,Clouds
2025-09-06 12:00:01,26.82,61,0,5.14,Clouds
2025-09-06 18:00:11,23.82,73,0,2.06,Clear
2025-09-07 00:00:08,20.82,78,0,2.06,Clear
2025-09-07 06:00:06,26.82,57,0,5.14,Clouds
2025-09-07 12:00:04,27.82,51,0,6.17,Clouds
2025-09-07 18:00:07,24.82,69,0,4.12,Clear
2025-09-08 00:00:02,21.82,68,0,2.06,Clear
2025-09-08 06:00:08,25.82,61,0,5.14,Clouds
2025-09-08 12:00:04,26.82,50,0,5.14,Clear
2025-09-08 18:00:01,21.82,73,0,4.12,Clear
2025-09-09 00:00:07,19.82,77,0,2.06,Clear
2025-09-09 06:00:04,27.82,54,0,5.14,Clear
2025-09-09 12:00:01,29.82,42,0,5.14,Clear
2025-09-09 18:00:05,22.82,83,0,3.09,Clear
2025-09-10 00:00:08,23.82,83,0,6.17,Clear
2025-09-10 06:00:07,25.82,69,0,8.23,Clear
2025-09-10 12:00:10,27.82,65,0,10.29,Clouds
2025-09-10 18:00:04,24.82,78,0,9.26,Clear
2025-09-11 00:00:10,23.82,73,0,9.26,Clouds
2025-09-11 06:00:06,25.82,65,0,14.4,Clouds
2025-09-11 12:00:04,25.82,61,0,13.38,Clouds
2025-09-11 18:00:01,22.82,83,0,14.4,Clouds
2025-09-12 00:00:07,21.82,73,0,13.38,Clouds
2025-09-12 06:00:03,19.82,77,0.17,13.38,Rain
2025-09-12 12:00:10,20.82,64,0,13.38,Clouds
2025-09-12 18:00:05,18.82,88,0,7.2,Clouds
2025-09-13 00:00:11,17.82,88,0,4.12,Clear
2025-09-13 06:00:06,21.82,68,0,7.2,Clouds
2025-09-13 12:00:01,21.82,64,0,10.29,Clouds
2025-09-13 18:00:08,20.82,64,0,6.17,Clear
2025-09-14 00:00:04,19.82,73,0.15,10.29,Rain
2025-09-14 06:00:10,17.82,88,0.46,8.23,Rain
2025-09-14 12:00:07,17.82,72,0.42,10.29,Rain
2025-09-14 18:00:02,18.82,68,0,5.14,Clouds
2025-09-15 00:00:07,17.82,63,0,3.09,Clouds
2025-09-15 06:00:02,20.82,52,0,5.14,Clouds
2025-09-15 12:00:11,20.82,52,0,4.12,Clouds
2025-09-15 18:00:11,19.82,60,0,1.03,Clear
2025-09-16 00:00:02,17.82,88,0,1.03,Clear
2025-09-16 06:00:02,19.82,64,0,5.14,Clouds
2025-09-16 12:00:09,21.82,56,0,4.12,Clouds
2025-09-16 18:00:47,20.82,52,0,0,Clear
2025-09-17 00:00:01,17.82,77,0,0,Rain
2025-09-17 06:00:07,19.82,77,0,2.06,Clouds
2025-09-17 12:00:05,18.82,77,0.39,3.09,Rain
2025-09-17 18:00:02,15.82,94,0,0,Clear
2025-09-18 00:00:10,13.82,94,0,0,Clear
2025-09-18 06:00:06,19.82,83,0,2.06,Clear
2025-09-18 12:00:02,22.82,64,0,5.14,Clouds
2025-09-18 18:00:10,18.82,88,0,3.09,Clear
2025-09-19 00:00:06,17.82,94,0,1.03,Clouds
2025-09-19 06:00:01,23.82,73,0,5.14,Clouds
2025-09-19 12:00:08,24.82,53,0,6.17,Clear
2025-09-19 18:00:02,20.82,73,0,5.14,Clouds
2025-09-20 00:00:08,18.82,77,0,12.35,Clouds
2025-09-20 06:00:03,16.82,88,0,14.92,Rain
2025-09-20 12:00:09,20.82,64,0,15.43,Clouds
2025-09-20 18:00:05,17.82,72,0,12.35,Clouds
2025-09-21 00:00:10,16.82,77,0,7.2,Rain
2025-09-21 06:00:08,18.82,63,0,7.2,Clouds
2025-09-21 12:00:04,19.82,64,0,10.29,Clouds
2025-09-21 18:00:03,18.82,63,0,10.29,Clouds
2025-09-22 00:00:08,18.82,68,0,8.23,Clouds
2025-09-22 06:00:03,20.82,64,0.15,8.23,Rain
2025-09-22 12:00:10,21.82,64,0,8.23,Clouds
2025-09-22 18:00:07,15.82,88,0,3.09,Clear
2025-09-23 00:00:10,12.82,88,0,1.03,Clear
2025-09-23 06:00:07,21.82,64,0,1.03,Clear
2025-09-23 12:00:03,23.82,50,0,4.12,Clouds
2025-09-23 18:00:07,16.82,82,0,1.03,Clear
2025-09-24 00:00:02,15.82,88,0,0,Clear
2025-09-24 06:00:07,19.82,77,0.24,0,Rain
2025-09-24 12:00:02,20.82,73,0,4.12,Clouds
2025-09-24 18:00:11,16.82,82,0,1.03,Clear
2025-09-25 00:00:01,12.82,94,0,0,Clear
2025-09-25 06:00:08,21.82,60,0,3.09,Clear
2025-09-25 12:00:04,24.82,50,0,6.17,Clear
2025-09-25 18:00:03,18.82,82,0,2.06,Clear
2025-09-26 00:00:08,15.82,94,0,2.06,Clear
2025-09-26 06:00:03,22.82,60,0,4.12,Clear
2025-09-26 12:00:09,20.82,73,0,11.32,Clouds
2025-09-26 18:00:05,15.82,82,0,13.38,Clouds
2025-09-27 00:00:10,15.82,77,0,10.29,Clouds
2025-09-27 06:00:07,14.82,88,0.11,8.23,Rain
2025-09-27 12:00:02,15.82,82,0,8.23,Clouds
2025-09-27 18:00:10,16.82,67,0,5.14,Clouds
2025-09-28 00:00:05,15.82,72,0,4.12,Clouds
2025-09-28 06:00:02,17.82,59,0,5.14,Clouds
2025-09-28 12:00:10,18.82,55,0,4.12,Clear
2025-09-28 18:00:05,17.82,59,0,5.14,Clear
2025-09-29 00:00:10,15.82,63,0,3.09,Clear
2025-09-29 06:00:07,18.82,52,0,2.06,Clear
2025-09-29 12:00:03,21.82,46,0,4.12,Clear
2025-09-29 18:00:01,17.82,68,0,3.09,Clear
2025-09-30 00:00:10,16.82,72,0,2.06,Clear
2025-09-30 06:00:08,18.82,68,0,1.03,Clouds
2025-09-30 12:00:06,19.82,56,0,7.2,Clear
2025-09-30 18:00:02,17.82,82,0,9.26,Clouds
2025-10-01 00:00:07,16.82,82,0,9.26,Clouds
2025-10-01 06:00:01,16.82,63,0,10.29,Clouds
2025-10-01 12:00:08,18.82,55,0,11.32,Clouds
2025-10-01 18:00:06,15.82,59,0,8.23,Clouds
2025-10-02 00:00:03,15.82,72,0,6.17,Clouds
2025-10-02 06:00:10,17.82,59,0,5.14,Clouds
2025-10-02 12:00:00,16.82,59,0,6.17,Clouds
2025-10-02 18:00:07,15.82,59,0,4.12,Clear
2025-10-03 00:00:04,13.82,72,0,3.09,Clear
2025-10-03 06:00:10,19.82,52,0,3.09,Clear
2025-10-03 12:00:08,22.82,46,0,6.17,Clear
2025-10-03 18:00:05,14.82,82,0,2.06,Clear
2025-10-04 00:00:10,11.82,87,0,0,Clear
2025-10-04 06:00:01,20.82,68,0,4.12,Clear
2025-10-04 12:00:07,22.82,49,0,4.12,Clear
2025-10-04 18:00:04,15.82,82,0,1.03,Clear
2025-10-05 00:00:03,13.82,88,0,2.06,Clear
2025-10-05 06:00:03,21.82,68,0,6.17,Clear
2025-10-05 12:00:10,23.82,60,0,8.23,Clear
2025-10-05 18:00:07,19.82,83,0,7.2,Clear
2025-10-06 00:00:03,13.82,88,0,2.06,Clear
2025-10-06 06:00:03,21.82,68,0,6.17,Clear
2025-10-06 12:00:09,21.82,64,0,10.29,Clouds
2025-10-06 18:00:06,17.82,88,0,6.17,Clear
2025-10-07 00:00:03,17.82,88,0,4.12,Clouds
2025-10-07 06:00:10,19.82,77,0,4.12,Clouds
2025-10-07 12:00:08,22.82,64,0,6.17,Clouds
2025-10-07 18:00:05,17.82,88,0,3.09,Clear
2025-10-08 00:00:02,18.82,94,0,3.09,Clouds
2025-10-08 06:00:09,21.82,78,0,7.2,Clouds
2025-10-08 12:00:08,22.82,78,0,10.29,Clouds
2025-10-08 18:00:02,19.82,83,0,3.09,Clear
2025-10-09 00:00:07,17.82,94,0,2.06,Fog
2025-10-09 06:00:02,22.82,68,0,5.14,Clear
2025-10-09 12:00:09,23.82,64,0,8.23,Clear
2025-10-09 18:00:06,19.82,94,0,5.14,Clear
2025-10-10 00:00:01,16.82,94,0,2.06,Clear
2025-10-10 06:00:10,20.82,73,0,5.14,Clouds
2025-10-10 12:00:10,21.82,68,0,11.83,Clouds
2025-10-10 18:00:06,17.82,82,0,4.12,Clouds
2025-10-11 00:00:01,13.82,88,0,0,Clear
2025-10-11 06:00:07,19.82,83,0,6.17,Clouds
2025-10-11 12:00:03,23.82,35,0,4.12,Clear
2025-10-11 18:00:11,14.82,82,0,2.06,Clear
2025-10-12 00:00:06,15.82,94,0,1.03,Fog
2025-10-12 06:00:10,20.82,73,0,5.14,Clouds
2025-10-12 12:00:09,22.82,64,0,8.23,Clear
2025-10-12 18:00:07,17.82,94,0,1.03,Clouds
2025-10-13 00:00:04,15.82,100,0,3.09,Clouds
2025-10-13 06:00:03,20.82,73,0,3.09,Clouds
2025-10-13 12:00:09,24.82,47,0,4.12,Clear
2025-10-13 18:00:05,17.82,82,0,10.29,Clouds
2025-10-14 00:00:10,16.82,72,0,11.32,Clouds
2025-10-14 06:00:05,19.82,52,0,9.26,Clouds
2025-10-14 12:00:04,19.82,52,0,6.17,Clear
